timestamp,outputApparentPower,outputPower,loadPercentage,batteryVoltage,batteryChargingCurrent,batteryCapacity,heatSinkTemperature,pv1InputCurrent,pv1InputVoltage,batteryDischargeCurrent,pv1InputPower,pv2InputCurrent,pv2InputVoltage,pv2InputPower,inputPower,batteryCurrent
1715598879272,230.0,95.0,2,56.4,3,100,55.0,0.7,289.6,0.0,221.0,0.0,230.1,16.0,237.0,3.0
1715598884268,253.0,112.0,3,56.4,3,100,55.0,0.7,289.4,0.0,223.0,0.0,230.1,15.0,238.0,3.0
1715598889272,229.0,108.0,2,56.4,3,100,55.0,0.7,290.3,0.0,219.0,0.0,230.1,15.0,234.0,3.0
1715598894272,207.0,82.0,2,56.4,3,100,55.0,0.7,290.9,0.0,219.0,0.0,230.0,15.0,234.0,3.0
1715598899272,207.0,82.0,2,56.4,3,100,55.0,0.7,290.9,0.0,219.0,0.0,230.0,15.0,234.0,3.0
1715598904269,230.0,102.0,2,56.4,3,100,55.0,0.7,289.6,0.0,224.0,0.0,230.0,16.0,240.0,3.0
1715598909268,230.0,93.0,2,56.4,3,100,55.0,0.7,289.0,0.0,226.0,0.0,230.1,16.0,242.0,3.0
1715598914268,207.0,68.0,2,56.4,3,100,55.0,0.7,290.0,0.0,226.0,0.0,230.0,17.0,243.0,3.0
1715598919272,230.0,93.0,2,56.4,3,100,55.0,0.7,289.1,0.0,223.0,0.0,229.1,15.0,238.0,3.0
1715598924272,230.0,87.0,2,56.4,4,100,55.0,0.7,289.9,0.0,229.0,0.0,229.4,14.0,243.0,4.0
1715598929276,230.0,103.0,2,56.4,3,100,55.0,0.7,291.9,0.0,227.0,0.0,229.8,14.0,241.0,3.0
1715598934272,230.0,112.0,2,56.4,4,100,55.0,0.7,289.0,0.0,224.0,0.0,229.5,15.0,239.0,4.0
1715598939268,230.0,105.0,2,56.4,3,100,55.0,0.7,288.3,0.0,224.0,0.0,229.5,16.0,240.0,3.0
1715598944268,230.0,100.0,2,56.4,4,100,55.0,0.7,288.8,0.0,225.0,0.0,229.7,15.0,240.0,4.0
1715598949272,230.0,108.0,2,56.4,3,100,55.0,0.7,288.5,0.0,222.0,0.0,229.7,15.0,237.0,3.0
1715598954276,230.0,99.0,2,56.4,3,100,55.0,0.7,288.4,0.0,221.0,0.0,229.2,15.0,236.0,3.0
1715598959276,253.0,121.0,3,56.4,3,100,55.0,0.7,288.3,0.0,225.0,0.0,229.7,13.0,238.0,3.0
1715598964268,229.0,106.0,2,56.4,4,100,55.0,0.7,288.0,0.0,221.0,0.0,229.1,15.0,236.0,4.0
1715598969268,230.0,89.0,2,56.4,4,100,55.0,0.7,287.5,0.0,223.0,0.0,229.5,15.0,238.0,4.0
1715598974268,230.0,114.0,2,56.4,4,100,55.0,0.7,289.6,0.0,221.0,0.0,229.4,15.0,236.0,4.0
1715598979268,230.0,94.0,2,56.4,3,100,55.0,0.7,288.4,0.0,220.0,0.0,229.2,16.0,236.0,3.0
1715598984268,230.0,103.0,2,56.4,4,100,55.0,0.7,289.6,0.0,225.0,0.0,228.9,15.0,240.0,4.0
1715598989272,252.0,122.0,3,56.4,4,100,55.0,0.7,288.5,0.0,218.0,0.0,228.6,17.0,235.0,4.0
1715598994268,253.0,119.0,3,56.4,4,100,55.0,0.8,288.0,0.0,236.0,0.0,229.1,15.0,251.0,4.0
1715598999268,230.0,106.0,2,56.4,4,100,55.0,0.7,286.9,0.0,220.0,0.0,228.8,17.0,237.0,4.0
1715599004272,253.0,113.0,3,56.5,3,100,55.0,0.8,287.1,0.0,234.0,0.0,228.9,18.0,252.0,3.0
1715599009272,229.0,114.0,2,56.4,3,100,55.0,0.7,288.7,0.0,228.0,0.0,228.9,18.0,246.0,3.0
1715599014276,253.0,115.0,3,56.4,3,100,55.0,0.7,286.8,0.0,226.0,0.0,228.9,15.0,241.0,3.0
1715599019268,230.0,104.0,2,56.4,4,100,55.0,0.7,287.4,0.0,226.0,0.0,228.9,18.0,244.0,4.0
1715599024268,230.0,110.0,2,56.4,3,100,55.0,0.7,287.5,0.0,228.0,0.0,228.8,17.0,245.0,3.0
1715599029268,253.0,124.0,3,56.4,3,100,55.0,0.8,287.4,0.0,244.0,0.0,228.9,15.0,259.0,3.0
1715599034272,253.0,113.0,3,56.4,3,100,55.0,0.7,287.7,0.0,228.0,0.0,229.1,16.0,244.0,3.0
1715599039276,230.0,101.0,2,56.4,3,100,55.0,0.8,286.5,0.0,233.0,0.0,228.6,15.0,248.0,3.0
1715599044272,230.0,95.0,2,56.4,4,100,55.0,0.7,287.5,0.0,223.0,0.0,229.1,16.0,239.0,4.0
1715599049268,230.0,97.0,2,56.4,3,100,55.0,0.8,286.8,0.0,235.0,0.0,229.2,15.0,250.0,3.0
1715599054272,230.0,117.0,2,56.4,3,100,55.0,0.8,286.9,0.0,230.0,0.0,229.1,18.0,248.0,3.0
1715599059268,230.0,108.0,2,56.4,3,100,55.0,0.8,287.4,0.0,231.0,0.0,228.8,15.0,246.0,3.0
1715599064276,253.0,116.0,3,56.4,3,100,55.0,0.8,286.3,0.0,233.0,0.0,228.9,15.0,248.0,3.0
1715599069276,230.0,112.0,2,56.4,3,100,55.0,0.8,286.5,0.0,230.0,0.0,228.6,15.0,245.0,3.0
1715599074276,252.0,129.0,3,56.4,3,100,55.0,0.8,292.4,0.0,243.0,0.0,228.6,15.0,258.0,3.0
1715599079268,253.0,119.0,3,56.4,4,100,55.0,0.8,286.9,0.0,231.0,0.0,228.5,15.0,246.0,4.0
1715599084268,253.0,127.0,3,56.4,3,100,55.0,0.8,286.8,0.0,231.0,0.0,228.5,15.0,246.0,3.0
1715599089272,230.0,93.0,2,56.4,3,100,55.0,0.7,286.6,0.0,225.0,0.0,228.9,15.0,240.0,3.0
1715599094269,253.0,124.0,3,56.4,4,100,55.0,0.8,285.6,0.0,232.0,0.0,228.5,16.0,248.0,4.0
1715599099272,253.0,114.0,3,56.4,4,100,55.0,0.8,286.5,0.0,234.0,0.0,228.8,16.0,250.0,4.0
1715599104272,230.0,105.0,2,56.4,3,100,55.0,0.8,288.4,0.0,248.0,0.0,228.8,18.0,266.0,3.0
1715599109272,253.0,114.0,3,56.4,3,100,55.0,0.8,286.2,0.0,231.0,0.0,228.9,15.0,246.0,3.0
1715599114272,230.0,109.0,2,56.4,3,100,55.0,0.8,286.2,0.0,231.0,0.0,228.6,14.0,245.0,3.0
1715599119268,253.0,113.0,3,56.4,3,100,55.0,0.8,286.6,0.0,238.0,0.0,228.4,17.0,255.0,3.0
1715599124272,253.0,113.0,3,56.4,3,100,55.0,0.8,286.6,0.0,238.0,0.0,228.9,14.0,252.0,3.0
1715599129272,230.0,109.0,2,56.4,3,100,55.0,0.8,286.2,0.0,236.0,0.0,228.2,15.0,251.0,3.0
1715599134272,230.0,106.0,2,56.4,4,100,55.0,0.7,286.0,0.0,225.0,0.0,228.9,14.0,239.0,4.0
1715599139268,230.0,111.0,2,56.4,4,100,55.0,0.8,285.2,0.0,234.0,0.0,228.9,15.0,249.0,4.0
1715599144268,252.0,128.0,3,56.4,3,100,55.0,0.8,286.0,0.0,234.0,0.0,228.5,14.0,248.0,3.0
1715599149268,230.0,105.0,2,56.4,3,100,55.0,0.8,285.9,0.0,233.0,0.0,228.4,15.0,248.0,3.0
1715599154268,252.0,118.0,3,56.4,3,100,55.0,0.7,288.8,0.0,231.0,0.0,228.6,13.0,244.0,3.0
1715599159269,252.0,119.0,3,56.4,3,100,55.0,0.8,285.0,0.0,229.0,0.0,228.9,13.0,242.0,3.0
1715599164272,253.0,125.0,3,56.4,3,100,55.0,0.8,285.5,0.0,241.0,0.0,228.6,12.0,253.0,3.0
1715599169276,252.0,121.0,3,56.4,3,100,55.0,0.8,285.5,0.0,233.0,0.0,228.5,13.0,246.0,3.0
1715599174276,230.0,86.0,2,56.4,3,100,55.0,0.8,286.9,0.0,232.0,0.0,228.4,13.0,245.0,3.0
1715599179272,253.0,119.0,3,56.4,3,100,55.0,0.8,285.3,0.0,234.0,0.0,228.4,13.0,247.0,3.0
1715599184272,253.0,127.0,3,56.4,3,100,55.0,0.8,287.5,0.0,233.0,0.0,228.1,15.0,248.0,3.0
1715599189272,230.0,107.0,2,56.4,3,100,55.0,0.8,285.2,0.0,233.0,0.0,228.4,13.0,246.0,3.0
1715599194272,252.0,120.0,3,56.4,3,100,55.0,0.8,285.3,0.0,242.0,0.0,228.5,14.0,256.0,3.0
1715599199272,253.0,115.0,3,56.4,3,100,55.0,0.7,285.0,0.0,226.0,0.0,228.6,15.0,241.0,3.0
1715599204268,252.0,114.0,3,56.4,3,100,55.0,0.8,286.8,0.0,231.0,0.0,228.5,14.0,245.0,3.0
1715599209272,253.0,122.0,3,56.4,3,100,55.0,0.8,284.3,0.0,233.0,0.0,228.4,15.0,248.0,3.0
1715599214272,252.0,128.0,3,56.4,3,100,55.0,0.8,284.9,0.0,237.0,0.0,228.2,16.0,253.0,3.0
1715599219276,230.0,97.0,2,56.4,3,100,55.0,0.8,284.3,0.0,233.0,0.0,228.4,18.0,251.0,3.0
1715599224276,230.0,109.0,2,56.4,3,100,55.0,0.7,284.7,0.0,226.0,0.0,228.4,14.0,240.0,3.0
1715599229268,230.0,105.0,2,56.4,3,100,55.0,0.8,284.6,0.0,233.0,0.0,228.2,13.0,246.0,3.0
1715599234268,230.0,100.0,2,56.4,3,100,55.0,0.8,285.2,0.0,233.0,0.0,228.2,13.0,246.0,3.0
1715599239268,252.0,111.0,3,56.4,3,100,55.0,0.8,282.7,0.0,246.0,0.0,228.2,13.0,259.0,3.0
1715599244276,229.0,113.0,2,56.4,4,100,55.0,0.8,284.3,0.0,229.0,0.0,228.1,13.0,242.0,4.0
1715599249268,230.0,106.0,2,56.4,3,100,55.0,0.8,285.6,0.0,232.0,0.0,228.1,14.0,246.0,3.0
1715599254268,253.0,128.0,3,56.4,3,100,55.0,0.8,284.1,0.0,234.0,0.0,227.6,14.0,248.0,3.0
1715599259268,229.0,101.0,2,56.4,3,100,55.0,0.8,283.0,0.0,236.0,0.0,227.9,14.0,250.0,3.0
1715599264276,252.0,112.0,3,56.4,3,100,55.0,0.8,285.5,0.0,232.0,0.0,227.9,17.0,249.0,3.0
1715599269272,230.0,101.0,2,56.4,3,100,55.0,0.8,283.7,0.0,228.0,0.0,227.9,16.0,244.0,3.0
1715599274272,253.0,125.0,3,56.4,3,100,55.0,0.8,285.2,0.0,231.0,0.0,227.5,15.0,246.0,3.0
1715599279272,230.0,105.0,2,56.4,3,100,55.0,0.8,283.2,0.0,229.0,0.0,227.9,15.0,244.0,3.0
1715599284272,276.0,135.0,3,56.4,3,100,55.0,0.8,282.4,0.0,246.0,0.0,228.1,13.0,259.0,3.0
1715599289272,253.0,117.0,3,56.4,3,100,55.0,0.8,281.5,0.0,231.0,0.0,228.1,13.0,244.0,3.0
1715599294272,252.0,119.0,3,56.4,4,100,55.0,0.8,282.7,0.0,231.0,0.0,227.3,16.0,247.0,4.0
1715599299276,253.0,119.0,3,56.4,3,100,55.0,0.8,282.5,0.0,230.0,0.0,227.6,16.0,246.0,3.0
1715599304276,252.0,132.0,3,56.4,3,100,55.0,0.8,283.4,0.0,238.0,0.0,227.6,15.0,253.0,3.0
1715599309276,230.0,95.0,2,56.4,3,100,55.0,0.7,282.7,0.0,224.0,0.0,227.8,15.0,239.0,3.0
1715599314268,230.0,95.0,2,56.4,3,100,55.0,0.7,283.0,0.0,223.0,0.0,227.5,15.0,238.0,3.0
1715599319276,252.0,127.0,3,56.4,3,100,55.0,0.8,281.6,0.0,228.0,0.0,227.6,13.0,241.0,3.0
1715599324268,253.0,119.0,3,56.4,3,100,55.0,0.8,282.1,0.0,236.0,0.0,227.8,13.0,249.0,3.0
1715599329268,253.0,114.0,3,56.4,3,100,55.0,0.8,281.0,0.0,240.0,0.0,227.5,14.0,254.0,3.0
1715599334268,252.0,123.0,3,56.4,3,100,55.0,0.8,283.0,0.0,232.0,0.0,227.6,12.0,244.0,3.0
1715599339272,229.0,91.0,2,56.4,3,100,55.0,0.8,281.9,0.0,233.0,0.0,227.8,22.0,255.0,3.0
1715599344268,253.0,127.0,3,56.4,3,100,55.0,0.8,281.9,0.0,237.0,0.0,227.8,13.0,250.0,3.0
1715599349268,230.0,93.0,2,56.4,3,100,55.0,0.8,280.6,0.0,236.0,0.0,227.5,14.0,250.0,3.0
1715599354276,229.0,113.0,2,56.4,3,100,55.0,0.8,283.5,0.0,233.0,0.0,227.8,13.0,246.0,3.0
1715599359276,692.0,692.0,8,54.7,0,100,55.0,1.0,228.1,0.0,231.0,1.1,207.0,234.0,465.0,0.0
1715599364276,575.0,572.0,7,52.7,2,85,55.0,1.4,232.3,0.0,346.0,1.1,207.5,234.0,580.0,2.0
1715599369268,574.0,565.0,7,52.6,2,84,55.0,1.4,254.7,0.0,362.0,1.1,208.5,236.0,598.0,2.0
1715599374268,643.0,620.0,8,52.3,1,81,55.0,1.4,260.0,0.0,364.0,1.1,208.9,236.0,600.0,1.0
1715599379272,644.0,632.0,8,52.2,1,80,55.0,1.4,257.3,0.0,362.0,1.1,208.2,235.0,597.0,1.0
1715599384276,666.0,664.0,8,52.1,0,79,55.0,1.4,256.8,0.0,362.0,1.1,208.8,235.0,597.0,0.0
1715599389268,667.0,654.0,8,52.0,0,78,55.0,1.4,256.9,0.0,361.0,1.1,208.3,234.0,595.0,0.0
1715599394268,691.0,691.0,8,51.9,0,77,55.0,1.3,258.1,0.0,360.0,1.1,209.7,234.0,594.0,0.0
1715599399268,689.0,682.0,8,51.8,0,76,55.0,1.4,252.8,0.0,360.0,1.1,208.6,234.0,594.0,0.0
1715599404276,690.0,673.0,8,51.8,0,76,55.0,1.3,257.8,0.0,356.0,1.1,208.9,235.0,591.0,0.0
1715599409272,689.0,684.0,8,51.8,0,76,55.0,1.3,257.3,0.0,357.0,1.1,208.2,234.0,591.0,0.0
1715599414272,692.0,692.0,8,51.7,0,75,55.0,1.3,258.1,0.0,355.0,1.1,209.2,235.0,590.0,0.0
1715599419268,229.0,94.0,2,52.0,6,78,55.0,2.4,143.7,0.0,354.0,1.3,121.8,169.0,523.0,6.0
1715599424268,230.0,104.0,2,52.3,6,81,55.0,1.3,148.0,0.0,203.0,1.3,138.4,184.0,387.0,6.0
1715599429268,230.0,121.0,2,52.6,7,84,55.0,1.3,171.3,0.0,234.0,1.3,153.6,200.0,434.0,7.0
1715599434268,230.0,108.0,2,53.1,8,89,55.0,1.3,188.6,0.0,258.0,1.1,188.3,222.0,480.0,8.0
1715599439276,276.0,139.0,3,56.2,8,100,55.0,1.4,228.6,0.0,329.0,0.7,218.9,162.0,491.0,8.0
1715599444268,252.0,122.0,3,56.3,5,100,55.0,0.6,285.2,0.0,175.0,0.6,220.7,141.0,316.0,5.0
1715599449268,252.0,130.0,3,56.3,4,100,55.0,0.5,288.7,0.0,152.0,0.5,222.0,131.0,283.0,4.0
1715599454268,252.0,123.0,3,56.3,4,100,55.0,0.4,290.3,0.0,133.0,0.5,222.9,133.0,266.0,4.0
1715599459272,252.0,123.0,3,56.3,4,100,55.0,0.4,290.3,0.0,133.0,0.5,219.4,131.0,264.0,4.0
1715599464272,230.0,91.0,2,56.3,3,100,55.0,0.4,286.0,0.0,121.0,0.5,220.6,131.0,252.0,3.0
1715599469268,207.0,81.0,2,56.3,3,100,55.0,0.3,286.8,0.0,114.0,0.5,222.8,131.0,245.0,3.0
1715599474272,252.0,126.0,3,56.3,3,100,55.0,0.4,284.1,0.0,120.0,0.5,221.1,128.0,248.0,3.0
1715599479276,230.0,97.0,2,56.3,3,100,55.0,0.4,286.8,0.0,118.0,0.5,220.0,128.0,246.0,3.0
1715599484268,252.0,119.0,3,56.3,3,100,55.0,0.4,286.9,0.0,120.0,0.5,221.4,122.0,242.0,3.0
1715599489272,229.0,122.0,2,56.3,3,100,55.0,0.4,290.9,0.0,125.0,0.5,222.0,117.0,242.0,3.0
1715599494276,230.0,92.0,2,56.3,3,100,55.0,0.4,288.7,0.0,123.0,0.5,222.2,124.0,247.0,3.0
1715599499272,252.0,115.0,3,56.3,3,100,55.0,0.4,284.6,0.0,123.0,0.5,223.6,114.0,237.0,3.0
1715599504268,229.0,114.0,2,56.3,3,100,55.0,0.4,287.7,0.0,130.0,0.5,222.2,122.0,252.0,3.0
1715599509268,229.0,101.0,2,56.3,3,100,55.0,0.4,284.7,0.0,127.0,0.5,222.0,116.0,243.0,3.0
1715599514272,230.0,103.0,2,56.3,3,100,55.0,0.4,286.3,0.0,123.0,0.4,221.6,110.0,233.0,3.0
1715599519268,230.0,84.0,2,56.3,3,100,55.0,0.3,285.2,0.0,111.0,0.4,222.5,108.0,219.0,3.0
1715599524268,207.0,72.0,2,56.3,3,100,55.0,0.3,283.1,0.0,103.0,0.4,227.2,95.0,198.0,3.0
1715599529268,206.0,59.0,2,56.3,3,100,55.0,0.3,284.1,0.0,102.0,0.4,224.8,92.0,194.0,3.0
1715599534272,229.0,40.0,2,56.3,3,100,55.0,0.3,287.1,0.0,93.0,0.3,227.2,84.0,177.0,3.0
1715599539272,230.0,28.0,2,56.3,3,100,55.0,0.3,291.5,0.0,90.0,0.3,226.9,89.0,179.0,3.0
1715599544268,229.0,35.0,2,56.3,3,100,55.0,0.2,293.4,0.0,83.0,0.4,222.5,89.0,172.0,3.0
1715599549272,230.0,41.0,2,56.3,4,100,55.0,0.2,288.4,0.0,83.0,0.4,220.8,90.0,173.0,4.0
1715599554273,229.0,52.0,2,56.4,4,100,55.0,0.3,284.9,0.0,89.0,0.3,222.9,87.0,176.0,4.0
1715599559272,229.0,27.0,2,56.3,4,100,55.0,0.2,289.9,0.0,83.0,0.4,222.6,90.0,173.0,4.0
1715599564272,230.0,28.0,2,56.3,4,100,55.0,0.3,288.8,0.0,91.0,0.4,222.0,91.0,182.0,4.0
1715599569272,229.0,37.0,2,56.3,3,100,55.0,0.3,289.7,0.0,88.0,0.4,223.4,90.0,178.0,3.0
1715599574272,229.0,41.0,2,56.3,3,100,55.0,0.2,292.8,0.0,87.0,0.3,226.4,88.0,175.0,3.0
1715599579272,229.0,49.0,2,56.3,3,100,55.0,0.2,294.4,0.0,84.0,0.4,225.3,93.0,177.0,3.0
1715599584268,207.0,19.0,2,56.3,3,100,55.0,0.2,294.6,0.0,82.0,0.3,225.4,86.0,168.0,3.0
1715599589276,230.0,46.0,2,56.4,3,100,55.0,0.2,292.7,0.0,84.0,0.3,223.2,87.0,171.0,3.0
1715599594268,207.0,6.0,2,56.4,4,100,55.0,0.2,292.5,0.0,83.0,0.4,222.8,90.0,173.0,4.0
1715599599276,230.0,55.0,2,56.3,4,100,55.0,0.3,288.1,0.0,92.0,0.3,224.7,87.0,179.0,4.0
1715599604268,230.0,27.0,2,56.3,3,100,55.0,0.3,287.5,0.0,89.0,0.3,226.3,79.0,168.0,3.0
1715599609272,229.0,41.0,2,56.3,3,100,55.0,0.2,294.4,0.0,88.0,0.3,227.0,81.0,169.0,3.0
1715599614272,230.0,24.0,2,56.3,3,100,55.0,0.2,293.6,0.0,88.0,0.3,226.3,82.0,170.0,3.0
1715599619268,230.0,25.0,2,56.3,3,100,55.0,0.3,294.7,0.0,91.0,0.3,223.1,81.0,172.0,3.0
1715599624272,230.0,42.0,2,56.3,3,100,55.0,0.3,287.2,0.0,93.0,0.3,223.6,89.0,182.0,3.0
1715599629268,230.0,33.0,2,56.3,3,100,55.0,0.2,287.2,0.0,85.0,0.3,228.4,86.0,171.0,3.0
1715599634272,229.0,29.0,2,56.3,3,100,55.0,0.3,288.7,0.0,87.0,0.3,224.2,88.0,175.0,3.0
1715599639272,207.0,11.0,2,56.3,4,100,55.0,0.2,293.6,0.0,82.0,0.4,228.1,93.0,175.0,4.0
1715599644268,229.0,52.0,2,56.3,4,100,55.0,0.2,290.8,0.0,87.0,0.3,225.0,87.0,174.0,4.0
1715599649268,229.0,35.0,2,56.3,3,100,55.0,0.2,290.8,0.0,81.0,0.4,228.1,93.0,174.0,3.0
1715599654272,229.0,20.0,2,56.3,3,100,55.0,0.2,295.5,0.0,79.0,0.4,227.2,92.0,171.0,3.0
1715599659272,229.0,49.0,2,56.3,3,100,55.0,0.3,295.0,0.0,92.0,0.4,225.4,93.0,185.0,3.0
1715599664268,230.0,54.0,2,56.3,3,100,55.0,0.2,291.9,0.0,82.0,0.3,228.8,86.0,168.0,3.0
1715599669268,229.0,52.0,2,56.3,3,100,55.0,0.3,291.0,0.0,95.0,0.3,229.1,87.0,182.0,3.0
1715599674268,230.0,41.0,2,56.3,3,100,55.0,0.3,288.1,0.0,89.0,0.3,228.5,81.0,170.0,3.0
1715599679268,229.0,51.0,2,56.3,3,100,55.0,0.3,290.3,0.0,89.0,0.3,229.1,77.0,166.0,3.0
1715599684268,230.0,52.0,2,56.3,3,100,55.0,0.2,289.9,0.0,86.0,0.3,229.2,85.0,171.0,3.0
1715599689268,229.0,42.0,2,56.3,3,100,55.0,0.2,289.6,0.0,86.0,0.3,224.8,80.0,166.0,3.0
1715599694272,230.0,37.0,2,56.3,3,100,55.0,0.3,291.6,0.0,92.0,0.3,228.6,87.0,179.0,3.0
1715599699268,207.0,23.0,2,56.3,3,100,55.0,0.2,293.7,0.0,84.0,0.3,229.1,77.0,161.0,3.0
1715599704276,230.0,29.0,2,56.3,3,100,55.0,0.3,291.5,0.0,95.0,0.3,226.4,83.0,178.0,3.0
1715599709272,230.0,28.0,2,56.3,3,100,55.0,0.3,291.0,0.0,95.0,0.3,228.4,86.0,181.0,3.0
1715599714272,230.0,32.0,2,56.3,4,100,55.0,0.3,292.2,0.0,96.0,0.3,228.1,77.0,173.0,4.0
1715599719272,230.0,30.0,2,56.3,3,100,55.0,0.2,294.9,0.0,87.0,0.3,226.6,83.0,170.0,3.0
1715599724272,229.0,24.0,2,56.3,3,100,55.0,0.2,297.1,0.0,83.0,0.3,226.6,80.0,163.0,3.0
1715599729268,230.0,48.0,2,56.3,3,100,55.0,0.2,292.5,0.0,84.0,0.3,229.2,82.0,166.0,3.0
1715599734268,229.0,34.0,2,56.3,4,100,55.0,0.2,291.6,0.0,81.0,0.3,226.7,89.0,170.0,4.0
1715599739268,230.0,38.0,2,56.3,4,100,55.0,0.3,293.3,0.0,92.0,0.3,229.5,83.0,175.0,4.0
1715599744272,229.0,40.0,2,56.3,4,100,55.0,0.3,290.0,0.0,89.0,0.3,228.4,87.0,176.0,4.0
1715599749268,230.0,42.0,2,56.3,3,100,55.0,0.2,296.3,0.0,85.0,0.3,228.4,83.0,168.0,3.0
1715599754276,229.0,32.0,2,56.3,3,100,55.0,0.2,294.7,0.0,87.0,0.3,227.9,83.0,170.0,3.0
1715599759268,229.0,35.0,2,56.3,4,100,55.0,0.3,294.1,0.0,95.0,0.4,225.7,92.0,187.0,4.0
1715599764272,230.0,39.0,2,56.3,3,100,55.0,0.2,295.5,0.0,80.0,0.3,229.7,83.0,163.0,3.0
1715599769276,230.0,51.0,2,56.3,3,100,55.0,0.2,291.5,0.0,81.0,0.3,226.3,89.0,170.0,3.0
1715599774272,229.0,54.0,2,56.3,3,100,55.0,0.2,296.9,0.0,79.0,0.3,225.7,83.0,162.0,3.0
1715599779268,230.0,38.0,2,56.3,3,100,55.0,0.2,296.6,0.0,81.0,0.3,228.2,90.0,171.0,3.0
1715599784272,229.0,39.0,2,56.3,3,100,55.0,0.2,297.8,0.0,80.0,0.3,228.4,86.0,166.0,3.0
1715599789268,230.0,27.0,2,56.3,3,100,55.0,0.3,292.1,0.0,89.0,0.3,227.2,87.0,176.0,3.0
1715599794268,230.0,27.0,2,56.3,3,100,55.0,0.3,292.1,0.0,89.0,0.3,228.5,87.0,176.0,3.0
1715599799268,230.0,35.0,2,56.3,4,100,55.0,0.2,291.2,0.0,83.0,0.3,226.0,83.0,166.0,4.0
1715599804272,230.0,39.0,2,56.3,3,100,55.0,0.2,295.8,0.0,78.0,0.4,227.0,92.0,170.0,3.0
1715599809276,229.0,38.0,2,56.3,3,100,55.0,0.2,296.9,0.0,77.0,0.3,227.3,88.0,165.0,3.0
1715599814268,229.0,42.0,2,56.3,3,100,55.0,0.2,294.3,0.0,84.0,0.4,229.2,95.0,179.0,3.0
1715599819272,229.0,39.0,2,56.3,3,100,55.0,0.2,293.1,0.0,80.0,0.3,229.8,87.0,167.0,3.0
1715599824268,229.0,54.0,2,56.3,4,100,55.0,0.2,290.9,0.0,82.0,0.3,225.6,83.0,165.0,4.0
1715599829268,230.0,44.0,2,56.3,4,100,55.0,0.2,295.6,0.0,87.0,0.3,226.6,84.0,171.0,4.0
1715599834272,229.0,52.0,2,56.3,3,100,55.0,0.3,294.1,0.0,92.0,0.3,229.8,79.0,171.0,3.0
1715599839268,230.0,27.0,2,56.3,4,100,55.0,0.3,295.2,0.0,92.0,0.3,226.1,83.0,175.0,4.0
1715599844268,229.0,36.0,2,56.3,3,100,55.0,0.2,297.8,0.0,89.0,0.3,226.9,78.0,167.0,3.0
1715599849272,229.0,40.0,2,56.3,3,100,55.0,0.2,296.5,0.0,86.0,0.3,226.9,85.0,171.0,3.0
1715599854272,229.0,29.0,2,56.3,3,100,55.0,0.2,297.4,0.0,85.0,0.3,225.9,88.0,173.0,3.0
1715599859272,230.0,46.0,2,56.4,4,100,55.0,0.2,294.3,0.0,87.0,0.3,225.9,88.0,175.0,4.0
1715599864268,230.0,40.0,2,56.3,3,100,55.0,0.2,296.6,0.0,75.0,0.4,225.3,93.0,168.0,3.0
1715599869272,207.0,12.0,2,56.4,4,100,55.0,0.2,296.8,0.0,75.0,0.4,227.8,96.0,171.0,4.0
1715599874272,229.0,41.0,2,56.3,3,100,55.0,0.2,297.1,0.0,70.0,0.4,226.4,97.0,167.0,3.0
1715599879272,229.0,38.0,2,56.3,3,100,55.0,0.2,297.7,0.0,79.0,0.3,226.7,90.0,169.0,3.0
1715599884272,230.0,38.0,2,56.3,3,100,55.0,0.2,291.2,0.0,82.0,0.3,225.4,86.0,168.0,3.0
1715599889272,229.0,41.0,2,56.3,3,100,55.0,0.2,296.1,0.0,82.0,0.4,226.4,91.0,173.0,3.0
1715599894268,229.0,46.0,2,56.3,3,100,55.0,0.2,296.3,0.0,70.0,0.3,227.9,89.0,159.0,3.0
1715599899268,230.0,16.0,2,56.3,3,100,55.0,0.2,295.9,0.0,82.0,0.4,224.2,97.0,179.0,3.0
1715599904268,230.0,46.0,2,56.3,3,100,55.0,0.2,297.1,0.0,72.0,0.4,229.1,97.0,169.0,3.0
1715599909276,230.0,38.0,2,56.3,3,100,55.0,0.2,291.9,0.0,77.0,0.4,229.2,93.0,170.0,3.0
1715599914272,230.0,32.0,2,56.3,3,100,55.0,0.2,291.2,0.0,83.0,0.4,227.3,92.0,175.0,3.0
1715599919268,229.0,35.0,2,56.3,3,100,55.0,0.2,294.3,0.0,84.0,0.4,229.1,96.0,180.0,3.0
1715599924272,230.0,33.0,2,56.4,3,100,55.0,0.2,296.8,0.0,74.0,0.4,227.9,94.0,168.0,3.0
1715599929272,230.0,42.0,2,56.3,3,100,55.0,0.2,290.3,0.0,74.0,0.4,229.2,101.0,175.0,3.0
1715599934272,229.0,33.0,2,56.3,3,100,55.0,0.2,297.2,0.0,75.0,0.4,225.7,96.0,171.0,3.0
1715599939272,230.0,58.0,2,56.3,4,100,55.0,0.2,292.5,0.0,70.0,0.4,228.9,99.0,169.0,4.0
1715599944276,229.0,46.0,2,56.3,4,100,55.0,0.2,289.6,0.0,75.0,0.4,228.2,95.0,170.0,4.0
1715599949268,230.0,15.0,2,56.3,3,100,55.0,0.2,296.8,0.0,73.0,0.4,224.2,96.0,169.0,3.0
1715599954272,206.0,16.0,2,56.3,3,100,55.0,0.2,296.9,0.0,82.0,0.4,225.0,95.0,177.0,3.0
